X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8828447.81359059,5417122.0901794,765,GO-20072002015,2007/07/07 04:00:00+00,2007,July,Saturday,14,Afternoon,D55,0,1,62,East End-Danforth (62),-79.30729606,43.68693699,909
-8844258.74239375,5422345.47295364,766,GO-20072304950,2007/07/13 04:00:00+00,2007,July,Friday,22,Evening,D32,1,0,31,Yorkdale-Glen Park (31),-79.44932805,43.72085817,910
-8835844.06646245,5414098.85295627,767,GO-20072094874,2007/07/16 04:00:00+00,2007,July,Monday,23,Evening,D51,0,1,71,Cabbagetown-South St.James Town (71),-79.37373773,43.66729501,911
-8843249.68575626,5417953.60553662,768,GO-20072226971,2007/07/21 04:00:00+00,2007,July,Saturday,2,Night,D13,1,1,107,Oakwood Village (107),-79.44026354,43.69233822,912
-8844858.00304256,5421302.63075565,769,GO-20072330839,2007/07/21 04:00:00+00,2007,July,Saturday,0,Night,D32,0,2,31,Yorkdale-Glen Park (31),-79.4547113,43.71408738,913
-8837503.4404332,5411160.67045523,770,GO-20072253925,2007/07/22 04:00:00+00,2007,July,Sunday,1,Night,D52,1,1,77,Waterfront Communities-The Island (77),-79.38864414,43.64819947,914
-8836142.83239101,5412180.65976197,771,GO-20072338377,2007/07/22 04:00:00+00,2007,July,Sunday,1,Night,D31,0,1,75,Church-Yonge Corridor (75),-79.37642159,43.65482917,915
-8836080.27083718,5413043.85773183,772,GO-20072096282,2007/07/22 04:00:00+00,2007,July,Sunday,1,Night,D51,1,0,75,Church-Yonge Corridor (75),-79.37585959,43.66043919,916
-8846720.15659774,5429582.8945025,773,GO-20072162156,2007/07/22 04:00:00+00,2007,July,Sunday,0,Night,D31,1,0,27,York University Heights (27),-79.47143931,43.767827,917
-8835538.42210255,5412713.82926057,774,GO-20072134268,2007/07/23 04:00:00+00,2007,July,Monday,18,Evening,D51,0,1,73,Moss Park (73),-79.37099208,43.65829436,918
-8850856.28125875,5422354.44979487,775,GO-20072346489,2007/07/27 04:00:00+00,2007,July,Friday,0,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.50859475,43.72091645,919
-8817824.68141339,5437388.20412602,776,GO-20072314144,2007/07/29 04:00:00+00,2007,July,Sunday,3,Night,D42,1,0,131,Rouge (131),-79.21186684,43.81843996,920
-8842410.10747752,5414469.28906614,777,GO-20072330884,2007/07/29 04:00:00+00,2007,July,Sunday,0,Night,D14,0,0,93,Dovercourt-Wallace Emerson-Junction (93),-79.43272148,43.66970208,921
-8820783.8974559,5436147.25472023,778,GO-20072227076,2007/07/29 04:00:00+00,2007,July,Sunday,23,Evening,D42,0,1,132,Malvern (132),-79.23844993,43.81039598,922
-8849200.15670392,5414772.65647486,779,GO-20072105997,2007/07/29 04:00:00+00,2007,July,Sunday,21,Evening,D12,0,1,111,Rockcliffe-Smythe (111),-79.49371753,43.67167327,923
-8860307.9160579,5424335.00560376,780,GO-20072177286,2007/07/30 04:00:00+00,2007,July,Monday,21,Evening,D23,1,0,1,West Humber-Clairville (1),-79.59350023,43.73377335,924
-8857471.78152358,5427884.10903867,781,GO-20072300655,2007/08/02 04:00:00+00,2007,August,Thursday,1,Night,D31,0,0,21,Humber Summit (21),-79.5680228,43.75680567,925
-8818722.79593316,5433945.16374871,782,GO-20072125402,2007/08/02 04:00:00+00,2007,August,Thursday,20,Evening,D42,0,1,132,Malvern (132),-79.21993474,43.7961191,926
-8831595.12951628,5414399.79817229,783,GO-20072042815,2007/08/04 04:00:00+00,2007,August,Saturday,3,Night,D55,0,1,70,South Riverdale (70),-79.33556888,43.66925054,927
-8834644.45868659,5412989.66487623,784,GO-20072262593,2007/08/04 04:00:00+00,2007,August,Saturday,6,Morning,D51,0,1,72,Regent Park (72),-79.36296147,43.660087,928
-8837910.33098317,5409706.58994822,785,GO-20072356065,2007/08/04 04:00:00+00,2007,August,Saturday,11,Morning,D14,0,0,77,Waterfront Communities-The Island (77),-79.3922993,43.63874701,929
-8845908.85458287,5423823.28829942,786,GO-20072173861,2007/08/04 04:00:00+00,2007,August,Saturday,18,Evening,D32,0,0,26,Downsview-Roding-CFB (26),-79.46415126,43.73045177,930
-8834570.14513412,5413433.48354765,787,GO-20072082431,2007/08/04 04:00:00+00,2007,August,Saturday,13,Afternoon,D51,1,0,72,Regent Park (72),-79.3622939,43.66297124,931
-8834644.45868659,5412989.66487623,788,GO-20072082433,2007/08/04 04:00:00+00,2007,August,Saturday,6,Morning,D51,0,1,72,Regent Park (72),-79.36296147,43.660087,932
-8836999.57390883,5413577.01703511,789,GO-20072177189,2007/08/05 04:00:00+00,2007,August,Sunday,2,Night,D51,0,1,76,Bay Street Corridor (76),-79.38411783,43.66390399,933
-8844258.74239375,5422345.47295364,790,GO-20072317695,2007/08/07 04:00:00+00,2007,August,Tuesday,0,Night,D32,0,0,31,Yorkdale-Glen Park (31),-79.44932805,43.72085817,934
-8830262.64300385,5416572.30921957,791,GO-20072026821,2007/08/13 04:00:00+00,2007,August,Monday,1,Night,D54,0,1,65,Greenwood-Coxwell (65),-79.32359895,43.68336554,935
-8861570.74105939,5424239.52267466,792,GO-20072141098,2007/08/13 04:00:00+00,2007,August,Monday,19,Evening,D23,0,1,1,West Humber-Clairville (1),-79.60484438,43.73315358,936
-8852166.45377924,5429737.08931107,793,GO-20072426042,2007/08/16 04:00:00+00,2007,August,Thursday,18,Evening,D31,1,0,24,Black Creek (24),-79.52036423,43.76882728,937
-8817052.95459069,5431860.38042744,794,GO-20072302823,2007/08/17 04:00:00+00,2007,August,Friday,17,Afternoon,D43,0,1,135,Morningside (135),-79.2049343,43.78259962,938
-8851983.63934549,5429788.97887656,795,GO-20072373536,2007/08/19 04:00:00+00,2007,August,Sunday,14,Afternoon,D31,0,0,24,Black Creek (24),-79.51872198,43.76916389,939
-8825858.96194673,5418200.62693127,796,GO-20072077377,2007/08/26 04:00:00+00,2007,August,Sunday,0,Evening,D11,1,0,121,Oakridge (121),-79.28404001,43.69394269,940
-8820769.57397703,5425117.46301775,797,GO-20072357884,2007/08/27 04:00:00+00,2007,August,Monday,14,Afternoon,D43,0,1,138,Eglinton East (138),-79.23832126,43.73885196,941
-8851983.63934549,5429788.97887656,798,GO-20072355350,2007/08/27 04:00:00+00,2007,August,Monday,0,Night,D31,0,1,24,Black Creek (24),-79.51872198,43.76916389,942
-8846729.31819184,5431532.03273535,799,GO-20072374452,2007/08/31 04:00:00+00,2007,August,Friday,13,Afternoon,D32,0,1,27,York University Heights (27),-79.47152161,43.78047006,943
-8848513.72621465,5426774.81203754,800,GO-20072347810,2007/09/01 04:00:00+00,2007,September,Saturday,3,Night,D31,0,1,27,York University Heights (27),-79.48755122,43.74960771,944
-8848603.10018103,5414727.77534133,801,GO-20072309927,2007/09/05 04:00:00+00,2007,September,Wednesday,23,Evening,D12,0,0,111,Rockcliffe-Smythe (111),-79.48835408,43.67138165,945
-8817103.20420883,5432340.86263993,802,GO-20072412813,2007/09/07 04:00:00+00,2007,September,Friday,12,Afternoon,D43,0,0,135,Morningside (135),-79.2053857,43.78571574,946
-8846724.23868347,5417744.22749044,803,GO-20072384443,2007/09/08 04:00:00+00,2007,September,Saturday,22,Evening,D12,0,1,110,Keelesdale-Eglinton West (110),-79.47147598,43.69097822,947
-8832564.84807212,5431610.01417614,804,GO-20072474840,2007/09/08 04:00:00+00,2007,September,Saturday,22,Evening,D33,0,1,47,Don Valley Village (47),-79.34428001,43.78097583,948
-8835304.04893344,5433613.32277249,805,GO-20072474843,2007/09/09 04:00:00+00,2007,September,Sunday,0,Night,D33,0,1,49,Bayview Woods-Steeles (49),-79.36888667,43.79396737,949
-8844599.60267456,5421339.67842985,806,GO-20072372128,2007/09/12 04:00:00+00,2007,September,Wednesday,10,Morning,D13,0,1,31,Yorkdale-Glen Park (31),-79.45239005,43.71432793,950
-8857704.49825867,5427034.35821995,807,GO-20072275810,2007/09/15 04:00:00+00,2007,September,Saturday,0,Night,D31,0,0,21,Humber Summit (21),-79.57011333,43.75129192,951
-8825904.3302052,5430641.20823119,808,GO-20072424032,2007/09/19 04:00:00+00,2007,September,Wednesday,3,Night,D51,0,0,126,Dorset Park (126),-79.28444756,43.77469207,952
-8836772.46099691,5412837.19137639,809,GO-20072304687,2007/09/19 04:00:00+00,2007,September,Wednesday,10,Morning,D52,1,0,76,Bay Street Corridor (76),-79.38207764,43.65909609,953
-8827806.58883333,5421490.29019207,810,GO-20072436557,2007/09/21 04:00:00+00,2007,September,Friday,17,Afternoon,D54,0,1,54,O'Connor-Parkview (54),-79.30153584,43.71530584,954
-8860382.60364386,5425591.18720793,811,GO-20072468195,2007/09/25 04:00:00+00,2007,September,Tuesday,23,Evening,D23,0,1,1,West Humber-Clairville (1),-79.59417116,43.7419265,955
-8851684.80105926,5426948.94130608,812,GO-20072373602,2007/09/28 04:00:00+00,2007,September,Friday,20,Evening,D31,1,0,25,Glenfield-Jane Heights (25),-79.51603747,43.75073765,956
-8821368.47951666,5424929.34153819,813,GO-20072384245,2007/09/29 04:00:00+00,2007,September,Saturday,2,Night,D43,0,1,138,Eglinton East (138),-79.24370132,43.73763098,957
-8857038.78321344,5412761.64413685,814,GO-20072380204,2007/09/29 04:00:00+00,2007,September,Saturday,19,Evening,D22,0,1,11,Eringate-Centennial-West Deane (11),-79.56413311,43.65860511,958
-8850368.1263673,5419822.29473155,815,GO-20072434638,2007/09/30 04:00:00+00,2007,September,Sunday,3,Night,D31,0,0,113,Weston (113),-79.50420958,43.70447479,959
-8855701.26060724,5418486.33549972,816,GO-20072492727,2007/09/30 04:00:00+00,2007,September,Sunday,0,Night,D23,0,0,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,960
-8857188.3008743,5420542.8574153,817,GO-20072385687,2007/10/01 04:00:00+00,2007,October,Monday,19,Evening,D23,0,0,1,West Humber-Clairville (1),-79.56547625,43.70915397,961
-8829582.67238463,5428841.96358425,818,GO-20072397722,2007/10/01 04:00:00+00,2007,October,Monday,22,Evening,D33,0,1,45,Parkwoods-Donalda (45),-79.31749067,43.76302026,962
-8820425.09247318,5428025.09626337,819,GO-20072412820,2007/10/04 04:00:00+00,2007,October,Thursday,0,Night,D43,0,2,137,Woburn (137),-79.23522673,43.75772044,963
-8829471.34176189,5418255.9850664,820,GO-20072360612,2007/10/06 04:00:00+00,2007,October,Saturday,0,Night,D54,0,1,59,Danforth East York (59),-79.31649057,43.69430225,964
-8837380.74186406,5411915.81050156,821,GO-20072432106,2007/10/06 04:00:00+00,2007,October,Saturday,23,Evening,D12,1,0,78,Kensington-Chinatown (78),-79.38754192,43.65310778,965
-8848300.18426185,5416836.69475068,822,GO-20072389595,2007/10/07 04:00:00+00,2007,October,Sunday,1,Night,D12,0,1,115,Mount Dennis (115),-79.48563294,43.68508305,966
-8837380.74186406,5411915.81050156,823,GO-20072441915,2007/10/07 04:00:00+00,2007,October,Sunday,0,Night,D54,0,2,78,Kensington-Chinatown (78),-79.38754192,43.65310778,967
-8842246.79176578,5416135.32485998,824,GO-20072424127,2007/10/08 04:00:00+00,2007,October,Monday,2,Night,D13,1,0,94,Wychwood (94),-79.43125439,43.68052668,968
-8828132.90076989,5423629.04503312,825,GO-20072501829,2007/10/09 04:00:00+00,2007,October,Tuesday,22,Evening,D41,0,1,43,Victoria Village (43),-79.30446715,43.72919088,969
-8852199.56353539,5427872.8735545,826,GO-20072203276,2007/10/09 04:00:00+00,2007,October,Tuesday,20,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.52066166,43.75673277,970
-8850424.67889502,5421557.47956179,827,GO-20072275822,2007/10/09 04:00:00+00,2007,October,Tuesday,11,Morning,D31,0,0,28,Rustic (28),-79.5047176,43.71574209,971
-8826067.05703684,5430160.44461142,1409,GO-20103671729,2010/04/02 04:00:00+00,2010,April,Friday,3,Night,D41,0,2,126,Dorset Park (126),-79.28590936,43.77157355,972
-8845875.45762244,5415526.96209629,1410,GO-20103713448,2010/04/02 04:00:00+00,2010,April,Friday,21,Evening,D12,0,1,91,Weston-Pellam Park (91),-79.46385125,43.67657424,973
-8819719.72431213,5430786.84731568,1411,GO-20103643647,2010/04/04 04:00:00+00,2010,April,Sunday,4,Night,D43,0,0,137,Woburn (137),-79.2288903,43.77563674,974
-8844631.2263155,5412558.90306785,1412,GO-20103613933,2010/04/10 04:00:00+00,2010,April,Saturday,16,Afternoon,D11,0,1,88,High Park North (88),-79.45267413,43.65728748,975
-8844214.77008169,5421827.68048658,1413,GO-20103533139,2010/04/10 04:00:00+00,2010,April,Saturday,17,Afternoon,D32,0,1,31,Yorkdale-Glen Park (31),-79.44893304,43.71749643,976
-8818244.93920781,5428464.56910888,1414,GO-20103655788,2010/04/11 04:00:00+00,2010,April,Sunday,23,Evening,D43,0,0,137,Woburn (137),-79.21564208,43.76057179,977
-8839572.99555807,5411754.35740034,1821,GO-20114177976,2011/11/06 04:00:00+00,2011,November,Sunday,4,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.40723527,43.65205839,978
-8850964.55059549,5422967.239972,1415,GO-20103582609,2010/04/13 04:00:00+00,2010,April,Tuesday,20,Evening,D31,0,0,26,Downsview-Roding-CFB (26),-79.50956735,43.72489471,979
-8843086.47357163,5424044.11829296,1416,GO-20103738336,2010/04/13 04:00:00+00,2010,April,Tuesday,16,Afternoon,D32,0,0,32,Englemount-Lawrence (32),-79.43879738,43.73188521,980
-8842572.04394078,5417479.6512496,1417,GO-20103462319,2010/04/13 04:00:00+00,2010,April,Tuesday,13,Afternoon,D13,0,0,107,Oakwood Village (107),-79.43417618,43.68925964,981
-8846041.23460812,5417892.39121831,1822,GO-20114254446,2011/11/12 05:00:00+00,2011,November,Saturday,0,Night,D12,0,1,110,Keelesdale-Eglinton West (110),-79.46534045,43.69194061,982
-8851469.39895777,5425775.52240516,1418,GO-20103708574,2010/04/18 04:00:00+00,2010,April,Sunday,3,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.51410248,43.74312282,983
-8857764.59519897,5428142.10818793,1823,GO-20114244392,2011/11/19 05:00:00+00,2011,November,Saturday,23,Evening,D31,0,1,21,Humber Summit (21),-79.57065319,43.75847964,984
-8848585.33581669,5406168.01350067,1419,GO-20103713309,2010/04/23 04:00:00+00,2010,April,Friday,19,Evening,D22,0,1,17,Mimico (includes Humber Bay Shores) (17),-79.4881945,43.61573777,985
-8855390.29740208,5423336.32372319,1824,GO-20114184130,2011/11/22 05:00:00+00,2011,November,Tuesday,23,Evening,D23,0,0,5,Elms-Old Rexdale (5),-79.54932451,43.72729069,986
-8853638.49040534,5420332.41812432,1420,GO-20103711725,2010/04/23 04:00:00+00,2010,April,Friday,19,Evening,D31,0,1,113,Weston (113),-79.53358776,43.70778746,987
-8843651.09048172,5422134.15773739,1825,GO-20114105093,2011/11/23 05:00:00+00,2011,November,Wednesday,21,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44386942,43.71948624,988
-8819451.819486,5429644.30358478,1421,GO-20103456198,2010/04/23 04:00:00+00,2010,April,Friday,21,Evening,D43,0,1,137,Woburn (137),-79.22648367,43.76822537,989
-8854984.15046631,5422409.43236783,1826,GO-20114241573,2011/11/25 05:00:00+00,2011,November,Friday,0,Night,D23,0,1,5,Elms-Old Rexdale (5),-79.54567603,43.72127341,990
-8851826.05770071,5418304.17505823,1422,GO-20103732805,2010/04/25 04:00:00+00,2010,April,Sunday,0,Night,D23,0,2,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,991
-8836558.95800593,5409893.65243074,1827,GO-20114264092,2011/11/25 05:00:00+00,2011,November,Friday,2,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.38015971,43.63996312,992
-8851811.740901,5426929.53471572,1423,GO-20103455843,2010/04/27 04:00:00+00,2010,April,Tuesday,21,Evening,D31,0,1,25,Glenfield-Jane Heights (25),-79.51717779,43.75061172,993
-8843618.46941814,5422649.61529343,1828,GO-20114253042,2011/11/25 05:00:00+00,2011,November,Friday,1,Night,D32,0,0,32,Englemount-Lawrence (32),-79.44357638,43.72283271,994
-8839208.63795915,5411710.37865465,1424,GO-20103823680,2010/05/02 04:00:00+00,2010,May,Sunday,14,Afternoon,D14,0,0,78,Kensington-Chinatown (78),-79.40396219,43.65177254,995
-8851616.42194885,5428047.9806705,1829,GO-20114028003,2011/11/26 05:00:00+00,2011,November,Saturday,21,Evening,D31,0,0,24,Black Creek (24),-79.51542321,43.75786892,996
-8851538.88235753,5429488.05860748,1830,GO-20114268300,2011/11/26 05:00:00+00,2011,November,Saturday,21,Evening,D31,0,0,24,Black Creek (24),-79.51472666,43.76721178,997
-8830182.69000598,5411798.77176114,1831,GO-20114187348,2011/11/29 05:00:00+00,2011,November,Tuesday,1,Night,D55,1,0,70,South Riverdale (70),-79.32288072,43.65234707,998
-8826680.89497297,5423290.91415534,1832,GO-20114326971,2011/12/03 05:00:00+00,2011,December,Saturday,0,Night,D42,0,0,120,Clairlea-Birchmount (120),-79.29142356,43.72699591,999
-8835392.04699091,5413250.30712645,1833,GO-20114000166,2011/12/03 05:00:00+00,2011,December,Saturday,19,Evening,D51,0,0,73,Moss Park (73),-79.36967717,43.66178085,1000
-8819976.02742093,5433285.46779407,1834,GO-20114272666,2011/12/03 05:00:00+00,2011,December,Saturday,11,Morning,D42,0,0,132,Malvern (132),-79.23119271,43.79184141,1001
-8849200.15670392,5414772.65647486,1835,GO-20114222061,2011/12/06 05:00:00+00,2011,December,Tuesday,23,Evening,D12,0,0,111,Rockcliffe-Smythe (111),-79.49371753,43.67167327,1002
-8855701.26060724,5418486.33549972,1836,GO-20114287282,2011/12/07 05:00:00+00,2011,December,Wednesday,6,Morning,D23,0,0,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,1003
-8858128.96504304,5422369.84352682,1837,GO-20114231743,2011/12/08 05:00:00+00,2011,December,Thursday,0,Night,D43,0,1,1,West Humber-Clairville (1),-79.57392638,43.72101639,1004
-8861868.38154789,5425954.19540542,1838,GO-20114329222,2011/12/11 05:00:00+00,2011,December,Sunday,0,Night,D23,0,2,1,West Humber-Clairville (1),-79.60751813,43.74428237,1005
-8848386.88433406,5426030.5641259,1839,GO-20114257909,2011/12/11 05:00:00+00,2011,December,Sunday,18,Evening,D31,0,0,26,Downsview-Roding-CFB (26),-79.48641178,43.74477798,1006
-8844377.09838955,5416227.60080697,1840,GO-20114356766,2011/12/13 05:00:00+00,2011,December,Tuesday,0,Night,D13,0,1,92,Corso Italia-Davenport (92),-79.45039126,43.68112616,1007
-8837968.21489199,5411025.38036294,1841,GO-20114411159,2011/12/19 05:00:00+00,2011,December,Monday,3,Night,D52,0,1,77,Waterfront Communities-The Island (77),-79.39281928,43.64732006,1008
-8851776.18211606,5427207.55693693,1842,GO-20114257920,2011/12/20 05:00:00+00,2011,December,Tuesday,7,Morning,D31,0,0,25,Glenfield-Jane Heights (25),-79.51685836,43.75241579,1009
-8843329.65879164,5422232.93971705,1843,GO-20114256929,2011/12/22 05:00:00+00,2011,December,Thursday,20,Evening,D32,0,1,32,Englemount-Lawrence (32),-79.44098195,43.72012757,1010
-8854385.44418856,5425714.48577088,1844,GO-20114257924,2011/12/23 05:00:00+00,2011,December,Friday,21,Evening,D31,0,2,22,Humbermede (22),-79.54029776,43.7427267,1011
-8843310.00310915,5418002.33126018,1845,GO-20114238830,2011/12/24 05:00:00+00,2011,December,Saturday,4,Night,D13,0,2,107,Oakwood Village (107),-79.44080538,43.69265471,1012
-8825615.63089819,5426722.8870344,1846,GO-20114230563,2011/12/27 05:00:00+00,2011,December,Tuesday,1,Night,D41,0,1,126,Dorset Park (126),-79.28185413,43.74927076,1013
-8815806.12063406,5428848.7595299,1847,GO-20114361811,2011/12/28 05:00:00+00,2011,December,Wednesday,19,Evening,D43,0,0,136,West Hill (136),-79.1937338,43.76306435,1014
-8860686.9934331,5426089.28222625,1848,GO-20114286420,2011/12/29 05:00:00+00,2011,December,Thursday,0,Night,D23,0,1,1,West Humber-Clairville (1),-79.59690554,43.74515904,1015
-8822600.12170238,5427173.11018738,1849,GO-20114267112,2011/12/30 05:00:00+00,2011,December,Friday,17,Afternoon,D43,0,0,127,Bendale (127),-79.25476535,43.75219227,1016
-8817125.71078348,5429000.34941668,1850,GO-20114266197,2011/12/30 05:00:00+00,2011,December,Friday,10,Morning,D43,1,0,137,Woburn (137),-79.20558788,43.76404781,1017
-8849887.16160177,5406808.95018967,1851,GO-20114270938,2011/12/31 05:00:00+00,2011,December,Saturday,0,Night,D22,0,0,17,Mimico (includes Humber Bay Shores) (17),-79.499889,43.61990605,1018
-8825712.50334547,5423437.1858923,1852,GO-20124194029,2012/01/01 05:00:00+00,2012,January,Sunday,4,Night,D42,1,0,120,Clairlea-Birchmount (120),-79.28272435,43.72794544,1019
-8826680.89497297,5423290.91415534,1853,GO-20124128803,2012/01/01 05:00:00+00,2012,January,Sunday,2,Night,D52,0,1,120,Clairlea-Birchmount (120),-79.29142356,43.72699591,1020
-8826903.22782596,5431785.92004543,1854,GO-20124301447,2012/01/04 05:00:00+00,2012,January,Wednesday,20,Evening,D42,0,1,118,Tam O'Shanter-Sullivan (118),-79.29342081,43.7821167,1021
-8836349.39572493,5412401.18223108,1855,GO-20124191915,2012/01/04 05:00:00+00,2012,January,Wednesday,23,Evening,D51,0,1,75,Church-Yonge Corridor (75),-79.37827718,43.65626242,1022
-8834164.20302621,5413347.93387951,1856,GO-20123959328,2012/01/05 05:00:00+00,2012,January,Thursday,0,Night,D51,0,1,72,Regent Park (72),-79.35864726,43.66241529,1023
-8845444.4697423,5415160.82073923,1857,GO-20124297913,2012/01/05 05:00:00+00,2012,January,Thursday,4,Night,D11,0,1,91,Weston-Pellam Park (91),-79.45997962,43.67419535,1024
-8822460.2264983,5430595.47593352,1858,GO-20124193532,2012/01/06 05:00:00+00,2012,January,Friday,23,Evening,D43,0,0,127,Bendale (127),-79.25350865,43.77439543,1025
-8843618.46941814,5422649.61529343,1859,GO-20124250976,2012/01/07 05:00:00+00,2012,January,Saturday,21,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44357638,43.72283271,1026
-8857132.87601303,5418784.39360078,1860,GO-20124336156,2012/01/08 05:00:00+00,2012,January,Sunday,20,Evening,D23,0,3,1,West Humber-Clairville (1),-79.56497836,43.69773424,1027
-8823257.03582867,5424318.4300156,1861,GO-20124236317,2012/01/08 05:00:00+00,2012,January,Sunday,19,Evening,D41,0,1,124,Kennedy Park (124),-79.26066651,43.73366576,1028
-8856308.74108726,5417912.47777127,1862,GO-20124270246,2012/01/09 05:00:00+00,2012,January,Monday,22,Evening,D23,0,2,7,Willowridge-Martingrove-Richview (7),-79.55757503,43.69207108,1029
-8835084.36214475,5412437.6864582,1863,GO-20123375298,2012/01/09 05:00:00+00,2012,January,Monday,23,Evening,D51,0,0,73,Moss Park (73),-79.36691319,43.65649967,1030
-8847120.86780278,5427947.80324179,1864,GO-20124435135,2012/01/09 05:00:00+00,2012,January,Monday,19,Evening,D32,0,0,27,York University Heights (27),-79.47503896,43.75721894,1031
-8850791.81614163,5426539.1770402,1865,GO-20124333640,2012/01/10 05:00:00+00,2012,January,Tuesday,11,Morning,D31,0,0,25,Glenfield-Jane Heights (25),-79.50801565,43.74807862,1032
-8859515.03519236,5424140.19849096,1866,GO-20124374136,2012/01/11 05:00:00+00,2012,January,Wednesday,19,Evening,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58637766,43.73250887,1033
-8824426.24336479,5423974.51215294,1867,GO-20124305722,2012/01/12 05:00:00+00,2012,January,Thursday,22,Evening,D41,0,0,125,Ionview (125),-79.27116968,43.73143339,1034
-8839015.47637872,5411749.80950985,1868,GO-20124259133,2012/01/13 05:00:00+00,2012,January,Friday,2,Night,D14,0,0,78,Kensington-Chinatown (78),-79.40222699,43.65202883,1035
-8836185.09483569,5410076.53927434,1869,GO-20124201114,2012/01/15 05:00:00+00,2012,January,Sunday,3,Night,D52,0,1,77,Waterfront Communities-The Island (77),-79.37680124,43.64115206,1036
-8843651.09048172,5422134.15773739,1870,GO-20124411152,2012/01/18 05:00:00+00,2012,January,Wednesday,23,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44386942,43.71948624,1037
-8827535.90101994,5418999.54769047,1871,GO-20124251986,2012/01/20 05:00:00+00,2012,January,Friday,19,Evening,D54,0,0,54,O'Connor-Parkview (54),-79.29910421,43.6991316,1038
-8826680.89497297,5423290.91415534,1872,GO-20124205598,2012/01/21 05:00:00+00,2012,January,Saturday,0,Night,D43,1,0,120,Clairlea-Birchmount (120),-79.29142356,43.72699591,1039
-8818828.26001874,5435404.00668554,1873,GO-20124042332,2012/01/24 05:00:00+00,2012,January,Tuesday,12,Afternoon,D42,1,0,132,Malvern (132),-79.22088214,43.80557764,1040
-8859091.29087149,5424365.5223886,1874,GO-20124270259,2012/01/26 05:00:00+00,2012,January,Thursday,20,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,1041
-8846299.08283145,5417857.88069176,1875,GO-20124316588,2012/01/27 05:00:00+00,2012,January,Friday,1,Night,D12,0,0,110,Keelesdale-Eglinton West (110),-79.46765674,43.69171645,1042
-8850894.72210531,5422577.59518703,1876,GO-20124322464,2012/01/27 05:00:00+00,2012,January,Friday,2,Night,D31,0,0,26,Downsview-Roding-CFB (26),-79.50894007,43.72236515,1043
-8842915.44341917,5412095.79713299,1877,GO-20124212793,2012/01/27 05:00:00+00,2012,January,Friday,18,Evening,D11,1,0,83,Dufferin Grove (83),-79.43726099,43.65427761,1044
-8817885.13568926,5434659.06802892,1878,GO-20124388879,2012/01/27 05:00:00+00,2012,January,Friday,19,Evening,D42,0,0,132,Malvern (132),-79.21240991,43.80074795,1045
-8817885.13568926,5434659.06802892,1879,GO-20124338533,2012/01/28 05:00:00+00,2012,January,Saturday,18,Evening,D42,0,0,132,Malvern (132),-79.21240991,43.80074795,1046
-8817134.33581763,5432336.0393753,1880,GO-20124388479,2012/01/28 05:00:00+00,2012,January,Saturday,18,Evening,D43,0,0,135,Morningside (135),-79.20566536,43.78568446,1047
-8859224.47573666,5426344.5483571,1881,GO-20124313163,2012/01/31 05:00:00+00,2012,January,Tuesday,13,Afternoon,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58376752,43.7468156,1048
-8859225.94626714,5424125.71075442,1882,GO-20124292839,2012/02/01 05:00:00+00,2012,February,Wednesday,21,Evening,D23,0,2,2,Mount Olive-Silverstone-Jamestown (2),-79.58378073,43.73241483,1049
-8848800.23252769,5418583.60498772,1883,GO-20123997959,2012/02/03 05:00:00+00,2012,February,Friday,2,Night,D12,0,0,30,Brookhaven-Amesbury (30),-79.49012495,43.69643015,1050
-8828718.58712,5416249.96802703,1884,GO-20124208862,2012/02/04 05:00:00+00,2012,February,Saturday,2,Night,D55,0,1,62,East End-Danforth (62),-79.30972846,43.68127147,1051
-8846814.8694469,5417555.71279397,1885,GO-20124222090,2012/02/06 05:00:00+00,2012,February,Monday,21,Evening,D12,0,1,110,Keelesdale-Eglinton West (110),-79.47229013,43.68975371,1052
-8834095.79163315,5433304.06581427,1886,GO-20124094917,2012/02/08 05:00:00+00,2012,February,Wednesday,14,Afternoon,D33,0,1,47,Don Valley Village (47),-79.35803271,43.79196201,1053
-8849895.40147048,5428540.37291364,1887,GO-20124331374,2012/02/08 05:00:00+00,2012,February,Wednesday,16,Afternoon,D31,0,1,27,York University Heights (27),-79.49996302,43.7610636,1054
