X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8831319.15068749,5434262.34335071,2619,GO-20151286100,2015/07/28 04:00:00+00,2015,July,Tuesday,18,Evening,D42,0,0,117,L'Amoreaux (117),-79.33308972,43.79817569,2565
-8832218.2181021,5430409.00631806,2620,GO-20151286436,2015/07/28 04:00:00+00,2015,July,Tuesday,19,Evening,D33,0,1,53,Henry Farm (53),-79.34116618,43.77318589,2566
-8846767.89262179,5415627.69587997,2621,GO-20151298811,2015/07/29 04:00:00+00,2015,July,Wednesday,19,Evening,D12,0,0,90,Junction Area (90),-79.47186813,43.67722871,2567
-8825344.27850744,5428576.46166849,2622,GO-20151300343,2015/07/30 04:00:00+00,2015,July,Thursday,20,Evening,D41,0,0,126,Dorset Park (126),-79.27941653,43.76129774,2568
-8851244.90650666,5419301.55805523,2623,GO-20151313994,2015/08/01 04:00:00+00,2015,August,Saturday,2,Night,D12,0,0,113,Weston (113),-79.51208583,43.70109301,2569
-8841019.96192164,5412193.22551629,2624,GO-20151319959,2015/08/02 04:00:00+00,2015,August,Sunday,1,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.42023359,43.65491084,2570
-8825018.34394395,5419332.84349459,2625,GO-20151325508,2015/08/03 04:00:00+00,2015,August,Monday,1,Night,D41,0,1,121,Oakridge (121),-79.27648861,43.70129619,2571
-8849929.27153875,5420424.34025497,2626,GO-20151330260,2015/08/03 04:00:00+00,2015,August,Monday,22,Evening,D12,0,0,28,Rustic (28),-79.50026728,43.70838437,2572
-8841538.30888538,5408774.36886037,2627,GO-20151330701,2015/08/04 04:00:00+00,2015,August,Tuesday,3,Night,D14,2,2,82,Niagara (82),-79.42488998,43.63268619,2573
-8847619.27410613,5416373.57133021,2628,GO-20151332125,2015/08/04 04:00:00+00,2015,August,Tuesday,9,Morning,D12,0,0,111,Rockcliffe-Smythe (111),-79.47951622,43.68207446,2574
-8850139.51954781,5413635.92680915,2629,GO-20151348852,2015/08/06 04:00:00+00,2015,August,Thursday,22,Evening,D11,0,0,114,Lambton Baby Point (114),-79.50215597,43.66428681,2575
-8840881.72315159,5412231.10905338,2630,GO-20151355978,2015/08/08 04:00:00+00,2015,August,Saturday,0,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.41899177,43.65515706,2576
-8836893.35841669,5412102.12995438,2631,GO-20151362027,2015/08/09 04:00:00+00,2015,August,Sunday,2,Night,D52,1,0,76,Bay Street Corridor (76),-79.38316368,43.65431877,2577
-8836893.35841669,5412102.12995438,2632,GO-20151441307,2015/08/09 04:00:00+00,2015,August,Sunday,8,Morning,D52,0,0,76,Bay Street Corridor (76),-79.38316368,43.65431877,2578
-8848471.70644646,5421412.64684265,2633,GO-20151368387,2015/08/10 04:00:00+00,2015,August,Monday,7,Morning,D12,0,0,29,Maple Leaf (29),-79.48717375,43.71480171,2579
-8831560.93662149,5428775.50107201,2634,GO-20151390109,2015/08/13 04:00:00+00,2015,August,Thursday,14,Afternoon,D33,0,0,45,Parkwoods-Donalda (45),-79.33526172,43.76258907,2580
-8834164.20302621,5413347.93387951,2635,GO-20151396370,2015/08/14 04:00:00+00,2015,August,Friday,15,Afternoon,D51,0,0,72,Regent Park (72),-79.35864726,43.66241529,2581
-8838674.3778742,5409166.54789451,2636,GO-20151417679,2015/08/17 04:00:00+00,2015,August,Monday,23,Evening,D14,0,2,82,Niagara (82),-79.39916285,43.63523601,2582
-8850353.18617844,5421310.42992941,2637,GO-20151428790,2015/08/19 04:00:00+00,2015,August,Wednesday,12,Afternoon,D12,1,0,28,Rustic (28),-79.50407537,43.71413802,2583
-8832867.56806899,5430705.16506961,2638,GO-20151429780,2015/08/19 04:00:00+00,2015,August,Wednesday,9,Morning,D33,0,0,53,Henry Farm (53),-79.34699939,43.77510692,2584
-8835369.16749597,5412769.89309355,2639,GO-20151423810,2015/08/19 04:00:00+00,2015,August,Wednesday,0,Night,D51,1,0,73,Moss Park (73),-79.36947164,43.65865872,2585
-8838834.010024,5410781.13061775,2640,GO-20151430780,2015/08/20 04:00:00+00,2015,August,Thursday,3,Night,D14,0,0,77,Waterfront Communities-The Island (77),-79.40059685,43.64573236,2586
-8847528.82813305,5419397.87991529,2641,GO-20151436420,2015/08/20 04:00:00+00,2015,August,Thursday,23,Evening,D12,0,2,30,Brookhaven-Amesbury (30),-79.47870373,43.70171856,2587
-8836713.3703848,5412654.36836431,2642,GO-20151436773,2015/08/21 04:00:00+00,2015,August,Friday,15,Afternoon,D51,0,1,76,Bay Street Corridor (76),-79.38154682,43.65790792,2588
-8855103.98701134,5426700.39579345,2643,GO-20151493128,2015/08/29 04:00:00+00,2015,August,Saturday,21,Evening,D31,0,0,22,Humbermede (22),-79.54675254,43.74912481,2589
-8825070.17095928,5419502.14978884,2644,GO-20151518240,2015/09/03 04:00:00+00,2015,September,Thursday,5,Night,D41,0,0,121,Oakridge (121),-79.27695418,43.70239572,2590
-8819190.28658753,5435154.13336148,2645,GO-20151524440,2015/09/04 04:00:00+00,2015,September,Friday,2,Night,D42,0,1,132,Malvern (132),-79.22413428,43.80395767,2591
-8816473.60565919,5434847.94956227,2646,GO-20151524433,2015/09/04 04:00:00+00,2015,September,Friday,2,Night,D42,0,2,132,Malvern (132),-79.19972992,43.80197257,2592
-8824697.94975153,5418265.52912819,2647,GO-20151537830,2015/09/06 04:00:00+00,2015,September,Sunday,0,Night,D41,0,0,121,Oakridge (121),-79.27361046,43.69436424,2593
-8821126.30730402,5425006.25027785,2648,GO-20151536581,2015/09/06 04:00:00+00,2015,September,Sunday,0,Night,D43,0,0,138,Eglinton East (138),-79.24152585,43.73813015,2594
-8851162.98983297,5426856.11274016,2649,GO-20151546887,2015/09/07 04:00:00+00,2015,September,Monday,21,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,2595
-8829436.65126897,5430976.17986927,2650,GO-20151553559,2015/09/08 04:00:00+00,2015,September,Tuesday,21,Evening,D42,0,1,118,Tam O'Shanter-Sullivan (118),-79.31617894,43.7768648,2596
-8851055.71235289,5422948.5303123,2651,GO-20151559431,2015/09/09 04:00:00+00,2015,September,Wednesday,0,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.51038627,43.72477325,2597
-8854984.15046631,5422409.43236783,2652,GO-20151573721,2015/09/11 04:00:00+00,2015,September,Friday,23,Evening,D23,0,0,5,Elms-Old Rexdale (5),-79.54567603,43.72127341,2598
-8859225.94626714,5424125.71075442,2653,GO-20151582644,2015/09/13 04:00:00+00,2015,September,Sunday,2,Night,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58378073,43.73241483,2599
-8851640.42131787,5419504.04222802,2654,GO-20151585396,2015/09/14 04:00:00+00,2015,September,Monday,1,Night,D12,0,0,113,Weston (113),-79.5156388,43.70240801,2600
-8842851.03173541,5426567.6978177,2655,GO-20151607698,2015/09/17 04:00:00+00,2015,September,Thursday,12,Afternoon,D32,0,0,33,Clanton Park (33),-79.43668237,43.7482637,2601
-8851730.69585893,5427222.00482227,2656,GO-20151615868,2015/09/18 04:00:00+00,2015,September,Friday,16,Afternoon,D31,0,0,25,Glenfield-Jane Heights (25),-79.51644975,43.75250954,2602
-8837245.79035857,5411131.33417795,2657,GO-20151629064,2015/09/20 04:00:00+00,2015,September,Sunday,14,Afternoon,D52,0,2,77,Waterfront Communities-The Island (77),-79.38632963,43.64800878,2603
-8847394.49556393,5420902.07873414,2658,GO-20151632570,2015/09/21 04:00:00+00,2015,September,Monday,13,Afternoon,D12,0,0,29,Maple Leaf (29),-79.477497,43.71148654,2604
-8831127.24590411,5421960.7831561,2659,GO-20151654190,2015/09/24 04:00:00+00,2015,September,Thursday,20,Evening,D54,0,0,44,Flemingdon Park (44),-79.33136581,43.71836061,2605
-8853323.83918544,5410615.43460134,2660,GO-20151655392,2015/09/25 04:00:00+00,2015,September,Friday,16,Afternoon,D22,0,0,14,Islington-City Centre West (14),-79.5307612,43.64465526,2606
-8856077.39246871,5417989.76529808,2661,GO-20151666470,2015/09/26 04:00:00+00,2015,September,Saturday,20,Evening,D23,0,0,6,Kingsview Village-The Westway (6),-79.55549679,43.69257309,2607
-8851826.05770071,5418304.17505823,2662,GO-20151662141,2015/09/26 04:00:00+00,2015,September,Saturday,1,Night,D23,0,3,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,2608
-8812578.44873394,5434351.40927329,2663,GO-20151672917,2015/09/27 04:00:00+00,2015,September,Sunday,22,Evening,D43,0,0,134,Highland Creek (134),-79.16473913,43.79875318,2609
-8858302.65907091,5424695.87366139,2664,GO-20151697020,2015/10/01 04:00:00+00,2015,October,Thursday,9,Morning,D23,0,0,3,Thistletown-Beaumond Heights (3),-79.5754867,43.73611565,2610
-8811444.81668069,5433553.15490598,2665,GO-20151692243,2015/10/01 04:00:00+00,2015,October,Thursday,2,Night,D43,1,0,134,Highland Creek (134),-79.15455554,43.79357722,2611
-8835914.77771619,5411425.59961081,2666,GO-20151711057,2015/10/04 04:00:00+00,2015,October,Sunday,17,Afternoon,D51,0,1,75,Church-Yonge Corridor (75),-79.37437294,43.64992152,2612
-8857934.28840434,5411806.22289572,2667,GO-20151711414,2015/10/04 04:00:00+00,2015,October,Sunday,6,Morning,D22,0,0,13,Etobicoke West Mall (13),-79.57217757,43.6523955,2613
-8820170.28327195,5431389.10470631,2668,GO-20151715235,2015/10/04 04:00:00+00,2015,October,Sunday,22,Evening,D43,0,0,137,Woburn (137),-79.23293774,43.77954305,2614
-8847425.01046274,5407905.58872522,2669,GO-20151715738,2015/10/05 04:00:00+00,2015,October,Monday,22,Evening,D22,0,0,17,Mimico (includes Humber Bay Shores) (17),-79.47777112,43.62703728,2615
-8848038.11702982,5415880.61028866,2670,GO-20151747788,2015/10/10 04:00:00+00,2015,October,Saturday,4,Night,D12,0,0,111,Rockcliffe-Smythe (111),-79.48327875,43.67887187,2616
-8852786.13710184,5419211.43477908,2671,GO-20151785153,2015/10/16 04:00:00+00,2015,October,Friday,0,Night,D23,0,1,8,Humber Heights-Westmount (8),-79.52593094,43.70050771,2617
-8860533.57625047,5417094.55609572,2672,GO-20151791234,2015/10/17 04:00:00+00,2015,October,Saturday,16,Afternoon,D23,1,1,1,West Humber-Clairville (1),-79.59552737,43.68675813,2618
-8829999.45255816,5414220.55766321,2673,GO-20151803023,2015/10/19 04:00:00+00,2015,October,Monday,15,Afternoon,D55,0,1,65,Greenwood-Coxwell (65),-79.32123467,43.66808585,2619
-8857960.2915242,5411616.57085097,2674,GO-20151797811,2015/10/19 04:00:00+00,2015,October,Monday,3,Night,D22,0,1,13,Etobicoke West Mall (13),-79.57241116,43.65116281,2620
-8849845.21641764,5407903.88320716,2675,GO-20151803737,2015/10/20 04:00:00+00,2015,October,Tuesday,2,Night,D22,0,1,16,Stonegate-Queensway (16),-79.4995122,43.62702619,2621
-8850424.67889502,5421557.47956179,2676,GO-20151810958,2015/10/21 04:00:00+00,2015,October,Wednesday,13,Afternoon,D12,0,0,28,Rustic (28),-79.5047176,43.71574209,2622
-8850869.83885953,5426392.6973931,2677,GO-20151820580,2015/10/22 04:00:00+00,2015,October,Thursday,16,Afternoon,D31,0,0,25,Glenfield-Jane Heights (25),-79.50871654,43.74712806,2623
-8834419.25045116,5413271.74848525,2678,GO-20151821367,2015/10/22 04:00:00+00,2015,October,Thursday,14,Afternoon,D51,0,0,72,Regent Park (72),-79.36093839,43.66192019,2624
-8843959.51226291,5409930.0421541,2679,GO-20151827155,2015/10/23 04:00:00+00,2015,October,Friday,22,Evening,D11,0,0,87,High Park-Swansea (87),-79.44664002,43.64019969,2625
-8857959.49336345,5412213.97974251,2680,GO-20151835972,2015/10/25 04:00:00+00,2015,October,Sunday,14,Afternoon,D22,0,0,11,Eringate-Centennial-West Deane (11),-79.57240399,43.65504573,2626
-8826210.33078747,5418092.81993256,2681,GO-20151841073,2015/10/26 04:00:00+00,2015,October,Monday,12,Afternoon,D41,0,0,121,Oakridge (121),-79.28719641,43.69324246,2627
-8849845.21641764,5407903.88320716,2682,GO-20151844542,2015/10/27 04:00:00+00,2015,October,Tuesday,0,Night,D22,0,0,16,Stonegate-Queensway (16),-79.4995122,43.62702619,2628
-8848246.54941799,5413559.81905897,2683,GO-20151847444,2015/10/27 04:00:00+00,2015,October,Tuesday,13,Afternoon,D11,0,0,89,Runnymede-Bloor West Village (89),-79.48515113,43.66379223,2629
-8830757.52493212,5421537.6792465,2684,GO-20151868721,2015/10/30 04:00:00+00,2015,October,Friday,22,Evening,D54,0,0,44,Flemingdon Park (44),-79.32804455,43.71561353,2630
-8837188.6378188,5414206.69336569,2685,GO-20151869657,2015/10/31 04:00:00+00,2015,October,Saturday,9,Morning,D51,1,0,76,Bay Street Corridor (76),-79.38581622,43.66799576,2631
-8843532.37269757,5422911.88746279,2686,GO-20151884499,2015/11/01 04:00:00+00,2015,November,Sunday,16,Afternoon,D32,0,0,32,Englemount-Lawrence (32),-79.44280296,43.72453537,2632
-8851983.63934549,5429788.97887656,2687,GO-20151885747,2015/11/02 05:00:00+00,2015,November,Monday,18,Evening,D31,0,0,24,Black Creek (24),-79.51872198,43.76916389,2633
-8856925.32082245,5410757.04443813,2688,GO-20151892867,2015/11/03 05:00:00+00,2015,November,Tuesday,2,Night,D22,0,0,13,Etobicoke West Mall (13),-79.56311386,43.64557579,2634
-8833805.21213994,5421523.87326461,2689,GO-20151899333,2015/11/04 05:00:00+00,2015,November,Wednesday,22,Evening,D53,1,0,55,Thorncliffe Park (55),-79.35542239,43.71552389,2635
-8847906.94482104,5416151.64717462,2690,GO-20151921233,2015/11/08 05:00:00+00,2015,November,Sunday,0,Night,D12,0,1,111,Rockcliffe-Smythe (111),-79.48210041,43.68063272,2636
-8855409.63025804,5423391.77582808,2691,GO-20151918127,2015/11/08 05:00:00+00,2015,November,Sunday,2,Night,D23,0,0,5,Elms-Old Rexdale (5),-79.54949818,43.72765066,2637
-8851538.88235753,5429488.05860748,2692,GO-20151934701,2015/11/10 05:00:00+00,2015,November,Tuesday,20,Evening,D31,0,1,24,Black Creek (24),-79.51472666,43.76721178,2638
-8856925.32082245,5410757.04443813,2693,GO-20151965191,2015/11/13 05:00:00+00,2015,November,Friday,18,Evening,D22,0,0,13,Etobicoke West Mall (13),-79.56311386,43.64557579,2639
-8830757.52493212,5421537.6792465,2694,GO-20151958449,2015/11/14 05:00:00+00,2015,November,Saturday,22,Evening,D54,0,0,44,Flemingdon Park (44),-79.32804455,43.71561353,2640
-8820063.73938731,5428270.87388218,2695,GO-20151962291,2015/11/15 05:00:00+00,2015,November,Sunday,8,Morning,D43,0,1,137,Woburn (137),-79.23198064,43.75931509,2641
-8856590.84471443,5411037.23226262,2696,GO-20151971722,2015/11/17 05:00:00+00,2015,November,Tuesday,9,Morning,D22,0,0,14,Islington-City Centre West (14),-79.56010921,43.6473971,2642
-8861483.08697914,5424037.86508831,2697,GO-20151975144,2015/11/17 05:00:00+00,2015,November,Tuesday,19,Evening,D23,1,0,1,West Humber-Clairville (1),-79.60405697,43.73184462,2643
-8852086.74234467,5429287.29434993,2698,GO-20151974952,2015/11/17 05:00:00+00,2015,November,Tuesday,19,Evening,D31,0,0,24,Black Creek (24),-79.51964817,43.76590936,2644
-8832619.22875656,5418107.54145728,2699,GO-20151976492,2015/11/18 05:00:00+00,2015,November,Wednesday,2,Night,D54,0,0,58,Old East York (58),-79.34476852,43.69333808,2645
-8834983.2640096,5413310.19964146,2700,GO-20151987483,2015/11/19 05:00:00+00,2015,November,Thursday,18,Evening,D51,0,1,72,Regent Park (72),-79.36600501,43.66217007,2646
-8852086.74234467,5429287.29434993,2701,GO-20151989440,2015/11/20 05:00:00+00,2015,November,Friday,3,Night,D31,0,0,24,Black Creek (24),-79.51964817,43.76590936,2647
-8851698.72824075,5419157.92478884,2702,GO-20151989132,2015/11/20 05:00:00+00,2015,November,Friday,17,Afternoon,D12,0,1,113,Weston (113),-79.51616258,43.70016019,2648
-8859412.72144838,5422409.38307806,2703,GO-20152001861,2015/11/22 05:00:00+00,2015,November,Sunday,1,Night,D23,0,1,1,West Humber-Clairville (1),-79.58545856,43.72127309,2649
-8824415.95076467,5421313.43008727,2704,GO-20152002375,2015/11/22 05:00:00+00,2015,November,Sunday,0,Night,D41,0,0,120,Clairlea-Birchmount (120),-79.27107722,43.7141575,2650
-8859646.18736364,5424815.00343052,2705,GO-20152018272,2015/11/24 05:00:00+00,2015,November,Tuesday,20,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58755582,43.73688887,2651
-8826022.79974689,5429748.35789751,2706,GO-20152013089,2015/11/24 05:00:00+00,2015,November,Tuesday,0,Night,D41,0,0,126,Dorset Park (126),-79.28551179,43.76890038,2652
-8850853.47489438,5406402.60647648,2707,GO-20152116915,2015/11/26 05:00:00+00,2015,November,Thursday,0,Night,D22,0,0,17,Mimico (includes Humber Bay Shores) (17),-79.50856954,43.61726346,2653
-8831306.74746982,5433197.74146965,2708,GO-20152038064,2015/11/27 05:00:00+00,2015,November,Friday,22,Evening,D33,0,0,46,Pleasant View (46),-79.3329783,43.79127254,2654
-8851538.88235753,5429488.05860748,2709,GO-20152047923,2015/11/29 05:00:00+00,2015,November,Sunday,9,Morning,D31,0,0,24,Black Creek (24),-79.51472666,43.76721178,2655
-8850424.67889502,5421557.47956179,2710,GO-20152045485,2015/11/29 05:00:00+00,2015,November,Sunday,5,Night,D12,0,1,28,Rustic (28),-79.5047176,43.71574209,2656
-8825960.5788307,5422449.22469984,2717,GO-20152124164,2015/12/11 05:00:00+00,2015,December,Friday,10,Morning,D41,0,0,120,Clairlea-Birchmount (120),-79.28495285,43.72153175,2657
-8858917.50556163,5424731.95045865,2215,GO-20134878341,2013/08/25 04:00:00+00,2013,August,Sunday,23,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58100996,43.73634981,2658
-8851154.83345388,5418878.35275941,2817,GO-2016451200,2016/03/15 04:00:00+00,2016,March,Tuesday,20,Evening,D12,0,1,113,Weston (113),-79.51127669,43.69834448,2659
-8831171.50653365,5427178.59496678,2818,GO-2016456958,2016/03/16 04:00:00+00,2016,March,Wednesday,17,Afternoon,D33,0,0,45,Parkwoods-Donalda (45),-79.33176341,43.75222786,2660
-8843423.3864633,5422615.28259967,2819,GO-2016476668,2016/03/19 04:00:00+00,2016,March,Saturday,22,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.44182392,43.72260982,2661
-8845180.58577618,5415242.04844719,2820,GO-2016475245,2016/03/19 04:00:00+00,2016,March,Saturday,17,Afternoon,D11,0,0,91,Weston-Pellam Park (91),-79.45760911,43.67472311,2662
-8853915.87853888,5420831.81559094,2821,GO-2016482468,2016/03/20 04:00:00+00,2016,March,Sunday,23,Evening,D12,0,0,23,Pelmo Park-Humberlea (23),-79.53607958,43.7110303,2663
-8827902.18667244,5434114.72459879,2822,GO-2016481311,2016/03/20 04:00:00+00,2016,March,Sunday,18,Evening,D42,1,0,117,L'Amoreaux (117),-79.30239461,43.79721854,2664
-8855313.86210011,5419337.54602033,2823,GO-2016477118,2016/03/20 04:00:00+00,2016,March,Sunday,22,Evening,D23,0,0,6,Kingsview Village-The Westway (6),-79.54863788,43.70132673,2665
-8838120.28510878,5433791.91484911,2824,GO-2016478141,2016/03/20 04:00:00+00,2016,March,Sunday,4,Night,D32,0,1,50,Newtonbrook East (50),-79.39418535,43.79512541,2666
-8857561.39705326,5427561.23688662,2825,GO-2016488165,2016/03/21 04:00:00+00,2016,March,Monday,21,Evening,D31,0,0,21,Humber Summit (21),-79.56882783,43.75471072,2667
-8832150.38668358,5413327.35252797,2826,GO-2016500861,2016/03/23 04:00:00+00,2016,March,Wednesday,21,Evening,D55,1,0,70,South Riverdale (70),-79.34055684,43.66228154,2668
-8855701.26060724,5418486.33549972,2827,GO-2016501151,2016/03/23 04:00:00+00,2016,March,Wednesday,23,Evening,D23,0,0,6,Kingsview Village-The Westway (6),-79.55211794,43.69579839,2669
-8842699.62498279,5410546.08806216,2828,GO-2016513186,2016/03/25 04:00:00+00,2016,March,Friday,4,Night,D11,0,1,86,Roncesvalles (86),-79.43532226,43.64420447,2670
-8831127.24590411,5421960.7831561,2829,GO-2016507646,2016/03/25 04:00:00+00,2016,March,Friday,1,Night,D54,0,0,44,Flemingdon Park (44),-79.33136581,43.71836061,2671
-8814965.81098627,5429672.2666882,2830,GO-2016513971,2016/03/26 04:00:00+00,2016,March,Saturday,2,Night,D43,0,0,136,West Hill (136),-79.18618517,43.76840677,2672
-8859973.60581593,5426222.39399666,2831,GO-2016522900,2016/03/27 04:00:00+00,2016,March,Sunday,22,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.59049707,43.74602288,2673
-8847181.25417375,5431393.84267614,2832,GO-2016529499,2016/03/29 04:00:00+00,2016,March,Tuesday,4,Night,D32,0,0,27,York University Heights (27),-79.47558142,43.77957378,2674
-8852086.74234467,5429287.29434993,2833,GO-2016549492,2016/04/01 04:00:00+00,2016,April,Friday,2,Night,D31,0,1,24,Black Creek (24),-79.51964817,43.76590936,2675
-8834807.11761334,5412301.63143617,2834,GO-2016556458,2016/04/02 04:00:00+00,2016,April,Saturday,2,Night,D51,1,0,73,Moss Park (73),-79.36442266,43.65561541,2676
-8843028.5930024,5409268.464381,2835,GO-2016600876,2016/04/09 04:00:00+00,2016,April,Saturday,2,Night,D14,0,0,85,South Parkdale (85),-79.43827743,43.63589862,2677
-8860965.98234092,5423893.90082026,2836,GO-2016607953,2016/04/10 04:00:00+00,2016,April,Sunday,7,Morning,D23,0,1,1,West Humber-Clairville (1),-79.59941174,43.73091013,2678
-8851684.80105926,5426948.94130608,2837,GO-2016607606,2016/04/10 04:00:00+00,2016,April,Sunday,4,Night,D31,0,1,25,Glenfield-Jane Heights (25),-79.51603747,43.75073765,2679
-8856331.48031964,5418733.9931837,2838,GO-2016619178,2016/04/12 04:00:00+00,2016,April,Tuesday,4,Night,D23,0,1,6,Kingsview Village-The Westway (6),-79.5577793,43.6974069,2680
-8837292.37645227,5414549.97204473,2839,GO-2016630918,2016/04/13 04:00:00+00,2016,April,Wednesday,20,Evening,D53,1,0,76,Bay Street Corridor (76),-79.38674812,43.67022634,2681
-8828627.92518711,5420754.03147785,2840,GO-2016631762,2016/04/13 04:00:00+00,2016,April,Wednesday,22,Evening,D54,0,0,54,O'Connor-Parkview (54),-79.30891403,43.71052522,2682
-8849533.59308789,5405629.71408986,2841,GO-2016632371,2016/04/14 04:00:00+00,2016,April,Thursday,2,Night,D22,1,0,17,Mimico (includes Humber Bay Shores) (17),-79.49671284,43.61223676,2683
-8856331.48031964,5418733.9931837,2842,GO-2016632413,2016/04/14 04:00:00+00,2016,April,Thursday,3,Night,D23,0,0,6,Kingsview Village-The Westway (6),-79.5577793,43.6974069,2684
-8820134.09664508,5438716.27171476,2843,GO-20161089381,2016/04/15 04:00:00+00,2016,April,Friday,0,Night,D42,0,0,131,Rouge (131),-79.23261267,43.82704745,2685
-8851162.98983297,5426856.11274016,2844,GO-2016638728,2016/04/15 04:00:00+00,2016,April,Friday,1,Night,D31,0,0,25,Glenfield-Jane Heights (25),-79.51134996,43.75013528,2686
-8857417.49212112,5427616.75292319,2845,GO-2016644747,2016/04/15 04:00:00+00,2016,April,Friday,22,Evening,D31,0,0,21,Humber Summit (21),-79.56753511,43.75507094,2687
-8817050.80501132,5438090.49161708,2846,GO-2016646092,2016/04/16 04:00:00+00,2016,April,Saturday,4,Night,D42,0,0,131,Rouge (131),-79.20491499,43.82299179,2688
-8830388.34831244,5416533.97070562,2847,GO-2016652097,2016/04/17 04:00:00+00,2016,April,Sunday,1,Night,D54,1,0,65,Greenwood-Coxwell (65),-79.32472818,43.68311648,2689
-8825524.6862138,5429270.66207461,2848,GO-2016652338,2016/04/17 04:00:00+00,2016,April,Sunday,2,Night,D41,0,1,126,Dorset Park (126),-79.28103716,43.76580146,2690
-8856547.28762408,5422965.3422014,2849,GO-2016663221,2016/04/18 04:00:00+00,2016,April,Monday,19,Evening,D23,0,1,4,Rexdale-Kipling (4),-79.55971793,43.72488239,2691
-8843249.68575626,5417953.60553662,2850,GO-2016660633,2016/04/18 04:00:00+00,2016,April,Monday,13,Afternoon,D13,0,0,107,Oakwood Village (107),-79.44026354,43.69233822,2692
-8837648.53203111,5410468.95047478,2851,GO-2016666265,2016/04/19 04:00:00+00,2016,April,Tuesday,3,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.38994752,43.64370303,2693
-8854017.06127684,5406622.11618861,2852,GO-2016673802,2016/04/20 04:00:00+00,2016,April,Wednesday,12,Afternoon,D22,0,1,14,Islington-City Centre West (14),-79.53698852,43.61869102,2694
-8833373.82462283,5413009.99619991,2853,GO-2016677157,2016/04/20 04:00:00+00,2016,April,Wednesday,23,Evening,D55,0,0,70,South Riverdale (70),-79.35154717,43.66021913,2695
-8860287.52232719,5425107.04134055,2854,GO-2016676640,2016/04/20 04:00:00+00,2016,April,Wednesday,21,Evening,D23,0,0,1,West Humber-Clairville (1),-79.59331703,43.73878432,2696
-8850312.76273175,5415643.35545142,2855,GO-2016684253,2016/04/22 04:00:00+00,2016,April,Friday,2,Night,D12,0,0,111,Rockcliffe-Smythe (111),-79.50371224,43.67733045,2697
-8851538.88235753,5429488.05860748,2856,GO-2016691594,2016/04/23 04:00:00+00,2016,April,Saturday,6,Morning,D31,0,1,24,Black Creek (24),-79.51472666,43.76721178,2698
-8844140.49215146,5417740.72968575,2857,GO-2016694096,2016/04/23 04:00:00+00,2016,April,Saturday,14,Afternoon,D13,0,1,109,Caledonia-Fairbank (109),-79.44826579,43.6909555,2699
-8839978.69944227,5411638.94844812,2858,GO-2016702280,2016/04/24 04:00:00+00,2016,April,Sunday,0,Night,D14,0,1,81,Trinity-Bellwoods (81),-79.41087977,43.65130826,2700
-8850869.83885953,5426392.6973931,2859,GO-2016723030,2016/04/27 04:00:00+00,2016,April,Wednesday,23,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50871654,43.74712806,2701
-8847528.82813305,5419397.87991529,2860,GO-2016725269,2016/04/28 04:00:00+00,2016,April,Thursday,14,Afternoon,D12,0,0,30,Brookhaven-Amesbury (30),-79.47870373,43.70171856,2702
-8829070.248731,5428131.99596867,2861,GO-2016734521,2016/04/29 04:00:00+00,2016,April,Friday,21,Evening,D41,2,0,119,Wexford/Maryvale (119),-79.31288749,43.75841403,2703
-8859590.96510384,5426602.62926401,2862,GO-2016739353,2016/04/30 04:00:00+00,2016,April,Saturday,16,Afternoon,D23,0,1,2,Mount Olive-Silverstone-Jamestown (2),-79.58705975,43.74849038,2704
-8840075.51177702,5413995.0103338,2863,GO-2016743128,2016/05/01 04:00:00+00,2016,May,Sunday,6,Morning,D14,0,1,95,Annex (95),-79.41174945,43.66662023,2705
-8813241.9051067,5435291.84303878,2864,GO-2016750101,2016/05/02 04:00:00+00,2016,May,Monday,12,Afternoon,D42,0,0,131,Rouge (131),-79.17069906,43.80485047,2706
-8834535.87876846,5412607.40338958,2865,GO-2016766584,2016/05/04 04:00:00+00,2016,May,Wednesday,21,Evening,D51,0,0,72,Regent Park (72),-79.36198608,43.65760269,2707
-8826114.63943999,5434010.31716404,2866,GO-2016760977,2016/05/04 04:00:00+00,2016,May,Wednesday,1,Night,D42,0,0,128,Agincourt South-Malvern West (128),-79.2863368,43.79654156,2708
-8860421.15247033,5423425.60151382,2867,GO-2016773381,2016/05/05 04:00:00+00,2016,May,Thursday,20,Evening,D23,0,1,1,West Humber-Clairville (1),-79.59451745,43.72787024,2709
